0.0	0.0	6.99826973394561
0.0	2e-06	8.598869104165075
0.0	4e-06	8.899690431124318
0.0	6e-06	9.075739996790494
0.0	8e-06	9.200661730046745
0.0	9.999999999999999e-06	9.297561882433746
0.0	1.2e-05	9.376736079657393
0.0	1.4e-05	9.44367714814559
0.0	1.6e-05	9.501664081697962
0.0	1.8e-05	9.5528120022386
0.0	1.9999999999999998e-05	9.59856514642082
0.0	2.2e-05	9.639953652208431
0.0	2.4e-05	9.67773814749796
0.0	2.6e-05	9.712496268324697
0.0	2.8e-05	9.744677024397816
0.0	2.9999999999999997e-05	9.774636363650394
0.0	3.2e-05	9.80266123587363
0.0	3.4e-05	9.828986348492776
0.0	3.6e-05	9.853806125983427
0.0	3.7999999999999995e-05	9.87728343137311
0.0	3.9999999999999996e-05	9.899556048363497
0.0	4.2e-05	9.92074158010104
0.0	4.4e-05	9.940941207427086
0.0	4.6e-05	9.960242610921748
0.0	4.8e-05	9.9787222708972
0.0	4.9999999999999996e-05	9.996447297186187
0.0	5.2e-05	10.013476900086308
0.0	5.4e-05	10.029863583567058
0.0	5.6e-05	10.04565412119461
0.0	5.8e-05	10.06089036096905
0.0	5.9999999999999995e-05	10.07560989338819
0.0	6.2e-05	10.089846610234105
0.0	6.4e-05	10.103631174287603
0.0	6.599999999999999e-05	10.116991417054116
0.0	6.8e-05	10.129952676925212
0.0	7e-05	10.142538088186955
0.0	7.2e-05	10.154768829796636
0.0	7.4e-05	10.166664339279727
0.0	7.599999999999999e-05	10.178242498982993
0.0	7.8e-05	10.18951979748673
0.0	7.999999999999999e-05	10.200511470583821
0.0	8.2e-05	10.211231625443704
0.0	8.4e-05	10.221693349334744
0.0	8.599999999999999e-05	10.231908805290987
0.0	8.8e-05	10.241889317578176
0.0	8.999999999999999e-05	10.25164544674839
0.0	9.2e-05	10.261187057030574
0.0	9.4e-05	10.270523376021185
0.0	9.6e-05	10.279663048677115
0.0	9.8e-05	10.288614184857213
2e-06	0.0	5.6838092178799915
2e-06	2e-06	6.554492474179634
2e-06	4e-06	7.259699931658553
2e-06	6e-06	8.598875337705971
2e-06	8e-06	8.899684681484368
2e-06	9.999999999999999e-06	9.0757330742169
